,log
48,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
49,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
50,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
51,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
52,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
53,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
54,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
55,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
56,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
57,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
58,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
59,"acd, ac, acd, abfbeb, abebfbf, acd, ab, cd, b, acd, acd, abfbebf, acd, ab, abfbfbheb, abh, add, abebeb, ahchd, abebfbh, abfb, abh, acd, acd, acd, acb, achd, abeb, ab, ab, cg, acd, acd, acd, cd, ab, acd, fbebeb, acd, ecd, abebeb, abfbfhb, bfb, acd, abeb, ab, acd, abebfbh, acd, ad"
60,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
61,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
62,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
63,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
64,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
65,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
66,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
67,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
68,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
69,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
70,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
71,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
72,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
73,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
74,"b, bc, df, bc, bc, dehadhf, bc, bc, bc, bhc, cc, deahcg, deadf, bc, de, bc, dc, bc, bc, be, ec, bc, ba, bc, c, bc, bc, bc, bc, f, bc, bc, bhc, df, df, bc, deade, bc, dfahdfahdfade, df, bc, bc, fade, de, bc, bhc, b, df, degdeadhe, bc"
75,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
76,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
77,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
78,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
79,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
80,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
81,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
82,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
83,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
84,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
85,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
86,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
87,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
88,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
89,"fi, bbabaababa, aba, g, aaaa, a, f, e, d, cccdcdccecfcd, a, fce, ababa, dcecfcfchcif, cfcfdcidcff, f, abababa, bababa, fi, g, e, fce, ecfcfgfcecd, ai, a, a, a, d, a, aba, e, a, f, f, fce, abiaba, e, a, e, aba, e, ecd, e, ababababa, eice, ecfcd, a, ai, aba, a"
90,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
91,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
92,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
93,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
94,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
95,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
96,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
97,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
98,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
99,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
100,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
101,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
102,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
103,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
104,"daj, bg, bd, djb, ad, bifhi, be, bc, hd, cb, eeghi, acj, fh, da, ac, egai, aegh, b, bc, db, bd, bd, aefhi, beghi, ca, abghi, egajhi, ajc, d, aeghi, aeihji, befhi, egjhi, ca, b, ac, a, bb, cb, ac, bd, aeghi, bd, iahi, bjefi, adj, afjhi, befhi, ahi, beghi"
105,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
106,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
107,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
108,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
109,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
110,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
111,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
112,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
113,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
114,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
115,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
116,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
117,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
118,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
119,"efe, b, e, h, g, e, i, efecda, adbdchdcbdcgcdgdkcadkac, g, a, ekfefkf, h, h, hcgdfedg, hdcbcgd, bdce, g, b, g, adbcdca, ak, efefe, hcdhhc, cda, cdb, edcefe, gcdh, g, b, b, edcbchd, g, feigcdiedcbcdefkefecdefefffefekdhcadchcefdbcdgcdkb, gckghcg, akcdkefefekfecidccgdcecbd, gckbdch, h, bdcadg, a, hdcadca, g, h, hckde, a, h, b, hdcg, adchdca, g"
