,log
30,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
31,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
32,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
33,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
34,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
35,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
36,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
37,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
38,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
39,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
40,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
41,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
42,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
43,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
44,"abdabdcdabdedeidabdicdededacfbdededichab, ab, bdifdechcdeabi, abeabdabdicdcdeddeidfccecidabdedaf, abideadcdedabdab, gbiediedeedededdedabdab, eb, ab, ab, abdedededaib, a, abi, ab, abdeidiededededeideddedediab, abdededeededabddab, abfededcdedediedededabdabdediedeihcdcdfdiedededab, cbdgdeidcidcdcdiedaibiddedeeidab, abdedbdebcdabdcdab, aibdedabdab, abdedaib, abdededabdcdedcdbdededeidaeededab, ab, ab, abdiabdbdeabheedeidedecabdabdegedcdedicdibdeedeidebab, aidddae, abdedab, aib, ab, bdedcdededcdcididabdcddb, ebdcdad, aibdedab, b, ab, ab, ab, afdceeidabdicdabdbdab, abddcdeidcdedcdiegab, abdcdcdefac, abdedb, a, abedab, aibdedcdedabdeedea, ab, bdedidb, abdededededab, bdaddcdab, abab, abdedebeaededededab, e, abdedabdabi"
45,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
46,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
47,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
48,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
49,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
50,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
51,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
52,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
53,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
54,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
55,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
56,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
57,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
58,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
59,"ghfefefefefedj, bca, gaefjed, cab, bca, ba, ghed, cab, abjc, bca, ghjefejfed, cab, bc, ajbc, hgefed, bca, bca, ceb, bac, bac, hgefed, cbja, ab, hjgd, agb, bac, bca, bac, gefefefed, bac, ghged, da, gaefed, bca, bjac, acb, cab, ac, bcja, ba, ehdh, cb, ged, cabj, ab, hgefed, acb, acb, ca, ghh"
60,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
61,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
62,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
63,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
64,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
65,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
66,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
67,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
68,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
69,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
70,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
71,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
72,"hicdjckefcegcdcab, hicab, jcegckefcdcab, hicefckdkcab, hicab, hcfb, iidcefchgkcegcegcfcegab, hicab, hiab, hicdckegckaj, hikckcakb, icab, hicakb, hccdcab, hiccefcab, hicab, hcdedcebab, hicb, hicab, hkikjf, hicckab, hceb, higgcefcab, hcab, hicefcab, hicdcab, hicab, hjcdcakb, hkfdcae, hicdcab, hicefcab, icab, hagab, hikcefcdcickefcab, hikcag, hicegcab, hdckabk, hicab, hkicegcab, hkickdcefcegce, hicdcab, hickdcegkcab, hicdcab, hikcefdbk, hikcab, hicabk, hceecab, hdckab, hiabk, hicegcfbk"
